,PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,outdoor_fa,outdoor_le,night_life,water,mig_rate,ave_rent,social_hou,public_hou,five_y_pls,rent_to_pr,dyn_r_to_p,sales,dyn_sales,unemployme,welfare,child_pov,dyn_unempl,dyn_welfar,dyn_child,B_1940,B_1941_199,B_1991_201,vegpm20,other_sch,vocat_sch,primary_sc,Gymnasium,secon_sch,priv_schoo,sp_nee_sch,kita,stations,HK_EU15,HK_EU28,HK_Polen,HK_EheJug,HK_EheSU,HK_Turk,HK_Arab,HK_Sonst,HK_NZOrd,Cluster,Clusters,PLR_NAME,BZR_NAME,Bezirk
65,1401044,143,110,7,13,44,30,3,191,6,84,2,68.58,9.6,5.88,15.24,61.66,1.04,68.97,0.53,43.52,10.34,26.24,62.32,2.81,-3.48,-6.9,50.91,48.44,0.64,2.9,0,1,3,1,2,0,2,52,10,10.45,26.94,5.26,6.05,3.75,26.35,15.5,14.6,6.81,1,"very low social index, very high migration rate",Uferstraße,Wedding Zentrum,Mitte
66,4300621,138,183,8,4,65,36,3,163,5,50,7,48.8,13.07,4.71,6.8,64.77,1.89,98.67,1.06,72.07,5.29,11.66,24.36,1.33,-0.66,0.87,56.02,40.51,3.48,1.98,0,4,4,1,1,4,1,49,5,17.26,33.49,7.25,4.81,10.35,11.22,9.86,23.61,6.66,2,"average social index, average migration rate",Richard-Wagner-Straße,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf
67,4300620,92,97,3,3,21,26,1,219,5,16,3,59.6,13.07,4.71,6.8,64.77,1.88,98.66,1.05,72.06,4.17,10.09,24.12,0.19,-2.76,-5.65,57.75,30.93,11.32,1.5,0,1,2,0,1,3,0,23,1,16.89,35.55,9.57,4.95,12.29,12.26,7.33,22.35,5.28,2,"average social index, average migration rate",Spreestadt,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf
68,1200520,100,105,5,7,48,29,2,169,2,35,3,50.84,14.53,6.69,4.41,59.13,1.19,87.17,0.84,52.36,6.12,13.58,31.26,1.61,-1.83,-1.86,68.67,26.93,4.4,2.85,0,1,2,0,1,3,0,40,4,15.38,31.6,7.5,5.85,5.33,14.27,15.03,22.57,5.35,3,"somewhat low social index, average migration rate",Bremer Straße,Moabit West,Mitte
69,12500929,83,11,3,2,9,14,0,86,22,2,1,17.14,7.55,1.56,42.22,69.9,0.05,10.72,0.23,15.78,1.54,2.48,4.26,0.09,-0.28,0.17,32.69,45.8,21.51,2.76,0,0,3,0,1,1,1,13,0,14.24,36.61,17.62,6.55,6.33,12.89,9.04,16.95,11.63,0,"high social index, low migration rate",Lübars,Nord 2 - Waidmannslust/Wittenau/Lübars,Reinickendorf
70,8200831,110,18,0,0,8,13,0,35,15,6,0,28.11,8.67,10.47,15.16,70.38,0.75,28.95,0.35,18.0,4.71,7.96,20.96,1.72,-0.16,0.96,8.21,77.7,14.09,2.67,0,0,2,1,0,0,0,15,0,8.78,32.44,16.42,6.28,5.05,23.27,11.33,10.8,10.84,2,"average social index, average migration rate",Buckow West,Buckow,Neukölln
71,9200818,82,32,1,3,7,14,1,110,6,7,0,11.73,10.22,2.9,25.36,55.4,0.7,40.52,0.52,43.26,4.76,8.3,15.49,1.39,-0.56,-1.33,60.57,34.35,5.08,2.9,0,0,0,1,0,2,0,16,13,9.83,36.95,14.91,0.0,18.98,0.0,10.85,31.86,1.36,0,"high social index, low migration rate",Spindlersfeld,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick
72,6300528,143,27,1,1,12,21,0,88,15,3,3,23.39,10.84,3.52,2.48,68.34,0.67,30.73,0.55,44.53,2.3,2.25,4.57,1.0,-0.31,-0.37,34.13,53.89,11.98,4.51,0,0,3,2,1,3,0,16,1,19.54,34.53,6.7,2.66,7.83,4.89,7.05,39.5,3.52,0,"high social index, low migration rate",Teltower Damm,Teltower Damm,Steglitz-Zehlendorf
73,10100102,44,4,1,1,5,8,0,73,3,7,0,27.52,7.21,1.03,35.28,70.54,0.2,12.62,0.06,3.42,7.75,21.16,49.46,-0.02,-3.05,-1.33,0.0,94.29,5.71,1.55,0,0,4,0,2,0,0,8,4,2.74,17.68,6.51,3.85,45.42,1.49,7.19,23.1,1.27,3,"somewhat low social index, average migration rate",Rosenbecker Straße,Marzahn Nord,Marzahn-Hellersdorf
74,6300631,137,13,1,1,11,18,0,31,6,5,2,38.35,10.84,3.52,2.48,68.34,0.67,30.73,0.54,44.53,1.87,3.97,8.99,0.17,-0.62,-2.8,15.53,58.63,25.84,2.29,0,1,2,1,0,1,0,12,0,16.11,30.62,5.18,5.51,11.36,4.33,7.64,36.38,4.16,2,"average social index, average migration rate",Goerzwerke,Drakestraße,Steglitz-Zehlendorf
75,4300622,204,279,14,3,57,46,2,327,8,51,10,57.75,13.07,4.71,6.8,64.77,1.88,98.67,1.05,72.07,4.55,12.1,24.96,0.13,-1.21,0.08,36.72,51.39,11.89,1.94,0,3,3,1,1,3,0,20,8,13.32,24.08,5.03,3.74,20.24,9.82,9.56,25.99,6.57,2,"average social index, average migration rate",Ernst-Reuter-Platz,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf
76,1401046,90,61,4,4,52,17,0,289,4,25,11,58.85,9.83,5.93,14.75,61.55,1.04,69.78,0.54,43.91,7.06,14.95,34.7,1.55,-2.44,-7.72,80.68,13.38,5.94,2.11,0,0,2,0,2,1,1,32,4,13.73,31.08,7.11,4.65,3.99,14.94,14.55,25.55,5.24,3,"somewhat low social index, average migration rate",Nordufer,Wedding Zentrum,Mitte
77,11100102,55,3,1,1,3,11,0,136,4,6,0,33.26,8.04,0.55,52.91,71.1,0.12,1.33,0.17,14.05,3.77,14.07,30.87,2.1,8.68,18.42,13.91,6.37,79.72,1.59,0,0,3,1,0,0,0,8,3,1.69,8.63,6.38,1.31,21.2,2.06,26.64,38.46,1.69,2,"average social index, average migration rate",Dorf Falkenberg,"Malchow, Wartenberg und Falkenberg",Lichtenberg
78,3300516,153,14,2,1,10,23,1,36,20,8,0,20.45,9.21,10.06,4.97,71.31,0.7,17.18,0.01,0.48,3.16,5.6,12.6,1.29,0.95,4.86,32.38,13.9,53.72,1.83,0,1,3,0,2,4,0,21,13,8.47,22.04,5.7,3.78,13.27,4.74,22.38,31.15,2.64,0,"high social index, low migration rate",Heinersdorf,Blankenburg/Heinersdorf/Märchenland,Pankow
79,5200527,109,16,0,2,15,12,0,64,18,2,0,60.76,8.82,10.45,19.87,67.09,0.32,15.61,0.32,29.07,15.38,38.87,71.88,2.02,-1.89,-0.48,17.12,74.43,8.45,2.61,0,0,4,0,2,2,0,15,0,4.51,27.08,10.46,5.81,19.5,14.26,17.52,11.86,3.98,1,"very low social index, very high migration rate",Maulbeerallee,Heerstraße,Spandau
80,6100209,138,132,3,1,188,32,4,132,0,24,4,35.73,10.8,2.0,1.39,67.92,0.99,55.25,0.98,60.49,3.59,6.57,13.23,1.06,-1.06,-1.55,48.87,49.29,1.84,3.19,0,0,3,1,0,1,0,31,4,15.79,35.87,10.68,7.3,7.7,10.53,7.3,24.49,6.81,2,"average social index, average migration rate",Feuerbachstraße,Albrechtstraße,Steglitz-Zehlendorf
81,11100205,66,5,0,4,14,16,1,165,2,2,0,28.43,8.04,0.55,52.92,71.1,0.12,1.33,0.17,14.05,6.68,16.83,43.82,1.24,-0.79,1.83,0.08,88.7,11.23,2.21,0,0,5,0,2,0,0,16,6,3.87,22.57,5.18,3.45,26.56,2.56,18.17,24.9,1.79,3,"somewhat low social index, average migration rate",Wartenberg Süd,Neu-Hohenschönhausen Nord,Lichtenberg
82,12601133,111,9,0,3,6,14,0,72,23,2,0,52.7,7.55,1.56,42.21,69.9,0.05,10.75,0.23,15.79,10.84,28.29,54.35,2.84,-4.17,-5.45,0.0,100.0,0.0,4.35,0,0,4,1,1,1,1,13,2,6.03,24.48,13.64,6.1,10.19,22.62,12.96,16.71,6.94,1,"very low social index, very high migration rate",Treuenbrietzener Straße,MV Nord,Reinickendorf
83,10200423,40,4,1,0,12,4,0,103,1,2,0,31.81,8.62,2.55,38.33,65.45,0.0,0.0,0.09,6.07,7.66,21.2,42.7,1.68,-3.37,-5.57,22.18,76.99,0.82,4.82,0,1,1,0,0,0,1,13,3,4.84,45.94,17.67,4.36,25.78,2.48,7.45,13.62,0.36,3,"somewhat low social index, average migration rate",Böhlener Straße,Hellersdorf Nord,Marzahn-Hellersdorf
84,4501044,105,199,10,6,58,42,6,93,0,24,14,42.74,12.9,3.14,3.93,65.66,2.76,101.87,1.02,70.4,3.33,7.14,15.2,0.14,-0.13,0.31,52.62,40.27,7.11,2.99,0,0,3,0,2,1,1,25,4,21.2,36.28,7.74,3.23,14.86,4.85,5.86,30.42,4.5,2,"average social index, average migration rate",Ludwigkirchplatz,Lietzenburger Straße,Charlottenburg-Wilmersdorf
85,6400840,79,13,0,0,6,10,0,91,2,0,5,16.86,11.45,2.47,2.07,69.69,0.86,22.74,0.46,21.32,1.44,2.75,4.17,0.23,-0.3,-0.77,84.99,14.28,0.73,7.32,0,1,1,0,1,0,1,10,2,25.44,43.26,9.15,1.53,5.62,1.93,4.1,41.25,2.33,0,"high social index, low migration rate",Fischtal,Zehlendorf Nord,Steglitz-Zehlendorf
86,4200311,208,72,6,2,28,29,2,213,0,14,2,38.92,10.65,2.38,3.59,66.23,0.27,36.32,0.74,66.37,4.64,7.76,18.93,1.9,-0.48,-1.61,78.23,21.14,0.63,1.76,0,1,2,1,0,5,2,31,7,16.87,34.66,8.58,5.94,7.47,9.3,10.01,27.21,5.4,2,"average social index, average migration rate",Königin-Elisabeth-Straße,Westend,Charlottenburg-Wilmersdorf
87,12100102,134,31,10,4,35,15,2,218,11,31,3,50.32,8.97,5.87,3.08,63.87,0.74,22.58,0.52,40.41,8.21,20.8,49.54,2.11,-1.41,1.03,40.93,52.92,6.15,3.87,0,0,4,2,1,1,0,14,4,5.76,27.75,9.46,7.83,4.23,22.45,16.45,13.95,7.33,3,"somewhat low social index, average migration rate",Hausotterplatz,Ost 1 - Reginhardstraße,Reinickendorf
88,10400836,124,9,1,0,8,13,0,89,0,3,0,11.09,9.71,0.55,0.79,76.54,0.11,4.18,0.05,2.41,2.28,3.9,5.78,0.46,-0.94,-1.14,36.88,21.96,41.16,3.14,0,0,1,0,0,1,0,10,4,12.87,34.02,7.59,2.76,10.37,4.14,28.25,18.39,2.07,0,"high social index, low migration rate",Alt-Kaulsdorf,Kaulsdorf,Marzahn-Hellersdorf
89,5200419,47,1,0,0,0,2,0,17,3,1,0,6.29,8.82,10.45,19.87,67.09,0.32,15.61,0.32,29.07,3.36,5.49,9.52,0.64,-0.5,-0.93,96.28,3.69,0.03,1.77,0,0,3,0,0,0,0,6,1,22.8,53.96,24.92,0.05,9.4,9.4,0.1,18.75,8.34,0,"high social index, low migration rate",Am Heideberg,Brunsbütteler Damm,Spandau
90,6100101,157,95,0,1,118,26,3,203,4,14,3,26.89,10.8,2.0,1.39,67.92,0.99,55.23,0.98,60.47,1.62,3.59,6.74,0.16,0.49,2.17,57.85,31.49,10.66,4.68,0,0,2,3,1,2,1,31,4,18.92,38.38,10.97,3.71,7.8,7.63,5.33,29.84,7.31,0,"high social index, low migration rate",Fichtenberg,Schloßstraße,Steglitz-Zehlendorf
91,5200630,116,33,0,1,28,13,0,70,20,10,0,37.43,8.82,10.45,19.87,67.09,0.32,15.61,0.32,29.07,6.96,15.1,38.36,1.52,-0.21,2.93,61.08,35.08,3.84,2.49,0,0,4,0,2,2,1,25,0,9.15,33.64,10.73,8.49,6.84,14.28,14.39,16.87,5.49,3,"somewhat low social index, average migration rate",Wilhelmstadt West,Wilhelmstadt,Spandau
92,7400825,80,36,1,5,20,18,0,48,11,11,2,39.53,10.47,2.76,12.69,66.78,1.18,33.68,0.55,39.08,4.99,12.15,28.98,1.01,-1.69,-2.02,80.17,16.85,2.98,2.16,0,0,2,1,0,2,0,28,2,12.5,31.57,9.78,6.11,5.98,15.41,14.01,18.37,8.55,2,"average social index, average migration rate",Friedrich-Karl-Straße,Tempelhof Südwest,Tempelhof-Schöneberg
93,10200525,59,4,1,0,11,7,0,27,4,1,0,25.16,8.62,2.54,38.21,65.48,0.0,0.01,0.09,6.06,7.94,21.05,43.37,1.72,1.15,2.48,0.16,73.44,26.4,2.69,0,0,2,1,1,1,1,9,6,2.77,34.31,14.18,3.27,20.89,2.52,16.11,21.39,1.51,3,"somewhat low social index, average migration rate",Schleipfuhl,Hellersdorf Ost,Marzahn-Hellersdorf
94,11300725,117,23,0,4,31,19,0,373,12,23,1,27.79,8.72,0.59,32.85,62.09,0.45,10.66,0.06,6.99,4.06,9.28,18.39,0.22,0.21,1.0,45.35,22.29,32.36,2.17,0,1,4,0,0,1,1,17,11,11.44,33.35,11.84,4.83,12.45,2.57,13.44,31.41,1.95,2,"average social index, average migration rate",Nibelungenviertel,Alt-Lichtenberg,Lichtenberg
95,11100307,59,10,0,4,21,17,1,163,10,4,1,30.54,8.04,0.55,52.92,71.1,0.12,1.33,0.17,14.05,7.54,15.84,40.39,1.61,-3.02,-3.93,0.0,100.0,0.0,3.95,0,0,3,0,1,0,1,19,11,3.11,16.63,5.32,10.07,28.23,2.19,14.25,26.85,1.78,3,"somewhat low social index, average migration rate",Zingster Straße Ost,Neu-Hohenschönhausen Süd,Lichtenberg
96,12200308,88,12,0,1,18,14,0,60,2,17,0,43.13,8.25,4.12,17.58,65.06,0.55,22.88,0.48,39.84,6.74,13.31,37.33,1.88,-2.08,-0.47,24.37,68.25,7.38,2.78,0,0,3,0,1,1,0,19,3,6.29,30.33,13.21,7.54,11.96,22.62,9.38,10.75,7.42,3,"somewhat low social index, average migration rate",Meller Bogen,West 4 - Auguste-Viktoria-Allee,Reinickendorf
97,6200421,182,35,1,2,44,33,0,49,3,12,0,26.6,9.29,6.22,9.61,68.98,1.13,20.78,0.43,31.99,3.38,6.49,16.8,0.86,0.19,0.28,31.07,58.61,10.33,4.39,0,1,3,2,0,1,0,21,2,15.27,39.24,13.65,6.78,8.35,7.09,10.24,24.52,3.77,2,"average social index, average migration rate",Königsberger Straße,Ostpreußendamm,Steglitz-Zehlendorf
98,1400938,108,66,1,7,80,23,2,301,8,51,11,50.34,9.65,5.89,15.13,61.63,1.04,69.15,0.53,43.61,7.75,17.52,46.34,2.22,-1.86,-3.71,59.5,37.29,3.21,4.66,0,0,2,1,2,0,1,49,8,12.65,32.78,8.85,6.46,4.06,20.87,11.6,17.54,6.7,3,"somewhat low social index, average migration rate",Kameruner Straße,Parkviertel,Mitte
99,3500934,84,29,5,1,12,20,0,49,8,7,0,25.93,10.29,1.73,21.08,63.25,0.56,44.58,0.24,22.29,4.59,6.38,9.63,1.51,-1.61,-1.99,58.35,13.25,28.4,2.04,0,2,2,0,3,3,0,31,12,22.52,43.97,10.13,3.7,13.66,3.02,6.1,27.16,2.38,2,"average social index, average migration rate",Weißenseer Spitze,Weißensee,Pankow
100,6400735,175,23,0,1,5,20,0,153,1,4,6,22.65,11.45,2.47,2.07,69.69,0.86,22.74,0.46,21.32,1.39,2.26,3.98,0.2,-0.26,-0.78,27.14,52.23,20.62,9.01,0,0,2,1,0,1,0,8,3,21.83,37.69,9.34,3.49,12.33,4.84,5.3,33.61,2.73,0,"high social index, low migration rate",Wannsee,Zehlendorf Südwest,Steglitz-Zehlendorf
101,9200717,93,15,2,5,25,25,1,71,7,7,2,20.41,10.22,2.91,25.39,55.36,0.7,40.57,0.52,43.32,5.22,8.88,23.83,1.47,-0.74,0.71,51.76,24.03,24.21,4.93,0,0,2,0,1,3,0,21,6,10.15,34.66,9.39,4.97,11.7,4.35,14.85,27.67,1.8,2,"average social index, average migration rate",Dörpfeldstraße Ost,Adlershof,Treptow-Köpenick
102,6400844,178,44,2,0,32,25,0,156,4,4,3,32.56,11.45,2.47,2.07,69.69,0.86,22.76,0.47,21.34,1.1,2.01,4.4,0.09,0.21,0.38,54.37,31.04,14.59,5.66,0,0,3,1,1,3,1,19,5,22.6,34.68,7.05,1.63,11.99,3.18,8.21,37.73,2.58,0,"high social index, low migration rate",Dahlem,Zehlendorf Nord,Steglitz-Zehlendorf
103,6300634,117,30,1,1,15,26,0,20,6,7,2,24.25,10.84,3.52,2.48,68.34,0.67,30.73,0.54,44.53,1.55,2.89,5.28,0.4,0.08,0.74,61.29,30.12,8.59,4.08,0,1,4,2,2,2,0,20,2,24.03,40.07,7.6,3.83,8.93,4.95,6.67,32.37,3.19,0,"high social index, low migration rate",Lichterfelde West,Drakestraße,Steglitz-Zehlendorf
104,2500726,49,52,3,5,27,20,2,130,18,22,0,35.76,13.97,0.74,8.42,52.43,3.05,152.22,1.12,84.28,4.73,9.15,18.66,0.86,0.12,1.19,80.26,15.67,4.07,1.87,0,1,2,1,2,1,0,34,12,29.48,43.16,6.04,3.84,6.39,2.4,6.65,35.97,1.6,2,"average social index, average migration rate",Hausburgviertel,Frankfurter Allee Nord,Friedrichshain-Kreuzberg
105,12601032,79,11,0,0,9,14,0,29,3,3,0,49.95,7.55,1.56,42.23,69.9,0.05,10.72,0.23,15.78,10.62,32.54,65.22,1.62,-2.37,-0.99,6.0,74.89,19.11,3.6,0,0,2,0,0,2,0,12,1,6.82,27.66,12.66,6.68,5.63,15.07,28.77,11.71,4.48,1,"very low social index, very high migration rate",Rollbergesiedlung,Rollbergesiedlung,Reinickendorf
106,5100315,97,47,4,3,23,12,0,107,3,18,1,45.03,7.99,5.95,12.59,63.56,0.7,14.0,0.4,33.4,7.67,18.57,43.46,1.07,-1.17,-0.13,58.35,40.53,1.12,2.74,0,0,3,3,1,1,1,17,1,8.58,31.56,9.09,8.21,8.68,13.59,17.56,14.27,6.12,3,"somewhat low social index, average migration rate",Ackerstraße,Spandau Mitte,Spandau
107,12400722,107,17,0,0,7,19,0,84,2,5,0,15.28,9.73,1.73,1.7,75.5,0.06,3.89,0.29,15.53,1.65,2.79,4.15,0.37,-0.13,0.47,38.25,49.62,12.14,9.72,0,0,2,1,2,3,1,18,1,25.16,45.38,11.97,3.72,7.15,6.37,6.78,25.12,5.47,0,"high social index, low migration rate",Hermsdorf West,Nord 1 - Frohnau/Hermsdorf,Reinickendorf
108,8300934,144,18,1,3,13,17,0,93,7,3,4,52.68,8.22,6.63,27.01,73.04,0.23,3.69,0.25,24.13,10.89,20.97,51.1,3.56,-3.19,-4.97,0.01,99.71,0.28,3.52,0,1,2,0,2,1,0,17,3,3.93,19.89,11.24,6.64,7.46,29.1,16.65,7.48,12.78,1,"very low social index, very high migration rate",Gropiusstadt Nord-West,Gropiusstadt West,Neukölln
109,5100208,109,5,0,0,1,9,0,30,2,1,0,44.34,7.99,5.95,12.59,63.56,0.7,14.0,0.4,33.4,9.55,21.88,49.49,2.02,-0.72,-2.67,22.37,63.65,13.98,3.61,0,0,3,0,2,1,1,13,0,3.95,29.92,15.47,5.95,18.39,14.46,14.41,10.5,6.37,1,"very low social index, very high migration rate",Im Spektefeld,Falkenhagener Feld,Spandau
110,5100207,12,0,0,0,0,1,0,13,1,0,0,27.27,7.99,5.96,12.61,63.57,0.7,14.0,0.4,33.39,1.07,2.64,7.98,-0.34,-0.63,-1.03,13.47,7.41,79.12,2.65,0,0,0,0,0,0,0,2,1,9.13,34.64,14.49,5.67,10.87,19.68,5.51,14.8,8.82,0,"high social index, low migration rate",An der Tränke,Falkenhagener Feld,Spandau
111,2500835,187,261,12,10,59,35,0,383,15,98,5,38.21,13.97,0.74,8.38,52.42,3.05,152.33,1.12,84.33,4.22,8.07,18.91,1.14,-0.27,0.1,55.43,39.33,5.24,1.21,0,2,4,1,1,4,0,40,15,30.4,45.98,6.2,2.9,9.24,4.53,6.3,28.84,2.2,2,"average social index, average migration rate",Stralauer Kiez,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg
112,5200528,105,12,0,2,13,12,0,86,12,1,0,28.71,8.82,10.44,19.86,67.09,0.32,15.6,0.32,29.06,3.28,8.22,20.23,0.34,0.28,0.92,13.28,74.64,12.08,3.38,0,0,3,0,1,2,0,13,0,8.84,35.09,16.5,7.96,11.62,12.17,10.99,17.53,4.63,2,"average social index, average migration rate",Weinmeisterhornweg,Heerstraße,Spandau
113,4400832,76,26,2,3,29,13,0,97,0,5,3,26.74,12.38,7.94,8.99,68.32,0.74,48.1,0.9,57.72,2.41,5.01,9.34,0.6,0.7,4.3,60.01,26.9,13.1,2.91,0,0,3,0,0,1,0,10,1,20.28,38.24,8.69,3.99,12.94,5.23,9.71,25.78,4.1,0,"high social index, low migration rate",Breite Straße,Schmargendorf,Charlottenburg-Wilmersdorf
114,12400619,210,35,2,4,14,41,0,179,5,7,0,16.05,8.55,3.97,15.71,66.44,0.5,20.89,0.45,36.42,1.25,3.36,6.58,0.36,0.58,0.92,26.22,55.67,18.12,13.14,0,0,3,1,3,3,1,21,1,18.99,36.5,11.22,2.66,8.51,11.44,6.17,28.9,5.83,0,"high social index, low migration rate",Heiligensee,West 2 - Heiligensee/Konradshöhe,Reinickendorf
115,1401047,122,83,4,8,48,17,0,303,6,44,1,58.84,9.6,5.9,15.24,61.66,1.04,68.95,0.53,43.5,7.96,18.91,51.69,2.08,-4.08,-7.07,71.11,23.0,5.89,2.41,0,0,4,0,0,1,1,45,5,13.74,31.08,7.11,4.65,3.99,14.94,14.55,25.54,5.24,1,"very low social index, very high migration rate",Sparrplatz,Wedding Zentrum,Mitte
116,11200512,105,26,3,3,13,13,0,205,11,13,0,21.01,8.91,2.76,35.95,64.35,0.05,11.59,0.18,10.61,2.01,5.93,13.76,0.99,2.37,7.01,46.34,20.39,33.27,4.49,1,1,6,1,1,0,1,18,24,6.62,21.42,7.1,1.81,12.64,1.57,40.53,21.67,0.36,0,"high social index, low migration rate",Orankesee,Alt-Hohenschönhausen Süd,Lichtenberg
117,3601243,53,143,8,4,50,26,7,159,5,45,2,28.03,10.49,0.63,15.46,61.32,1.29,84.52,0.69,65.88,2.45,4.52,5.89,0.44,-0.42,-0.6,86.29,8.65,5.06,2.29,0,0,4,2,1,2,0,57,14,34.77,47.24,5.76,1.43,8.97,2.58,4.01,34.29,1.48,0,"high social index, low migration rate",Rodenbergstraße,Prenzlauer Berg Nord,Pankow
118,10400835,205,16,1,1,24,34,0,126,11,7,0,9.5,9.71,0.55,0.78,76.55,0.11,4.19,0.05,2.41,1.44,3.92,9.06,-0.19,-0.45,-1.42,23.94,15.72,60.34,2.29,0,0,3,0,1,3,1,25,9,8.01,34.7,15.2,1.67,36.05,6.62,3.37,15.79,1.8,0,"high social index, low migration rate",Kaulsdorf Nord,Kaulsdorf,Marzahn-Hellersdorf
119,5100313,92,25,0,4,17,17,0,202,24,13,0,52.1,7.99,5.95,12.6,63.56,0.7,14.0,0.4,33.4,8.17,19.15,42.09,1.41,-2.49,-6.98,14.91,28.69,56.41,1.38,0,0,4,0,0,0,1,19,0,4.76,21.41,5.22,6.96,15.49,26.44,11.93,7.74,10.04,3,"somewhat low social index, average migration rate",Eiswerder,Spandau Mitte,Spandau
120,9301228,57,10,0,0,0,7,0,39,1,0,0,10.93,11.56,8.94,23.25,67.94,0.1,4.04,0.1,4.44,1.8,2.99,7.52,1.0,-0.77,-2.79,39.28,15.78,44.93,10.35,0,0,1,0,0,0,0,2,4,13.18,37.21,8.92,8.91,31.78,1.16,2.33,17.44,1.16,0,"high social index, low migration rate",Schmöckwitz/Rauchfangswerder,Schmöckwitz,Treptow-Köpenick
121,9300921,71,5,0,0,3,9,0,79,2,0,0,16.29,11.56,8.94,23.25,67.94,0.1,4.04,0.1,4.44,1.78,2.52,4.71,-0.06,-0.54,-2.54,43.21,22.79,34.0,4.2,0,0,1,0,0,1,0,4,3,10.47,34.97,14.99,5.01,12.68,14.1,7.71,17.89,7.64,0,"high social index, low migration rate",Preußen Siedlung,Altglienicke,Treptow-Köpenick
122,10100316,107,19,0,0,5,18,0,526,25,2,2,14.56,7.22,1.03,35.21,70.53,0.2,12.61,0.06,3.41,1.96,7.55,14.21,-0.02,0.27,-2.15,0.01,1.72,98.27,3.33,0,0,3,0,2,0,0,13,8,3.58,28.98,12.23,1.15,43.1,3.39,9.23,12.28,1.88,0,"high social index, low migration rate",Landsberger Tor,Marzahn Süd,Marzahn-Hellersdorf
123,11401032,139,29,0,5,38,27,0,397,17,26,3,36.52,9.48,2.02,31.13,61.24,0.82,38.18,0.21,20.54,7.3,12.47,41.06,1.25,-1.93,-6.09,48.01,51.87,0.13,3.09,0,0,3,0,1,0,1,17,11,9.36,26.99,5.19,4.67,18.77,2.21,15.93,29.01,2.41,3,"somewhat low social index, average migration rate",Rosenfelder Ring,Friedrichsfelde Nord,Lichtenberg
124,5100317,175,49,7,2,13,16,0,96,3,14,5,48.78,8.0,6.01,12.72,63.61,0.7,14.01,0.4,33.38,7.29,16.13,35.26,2.7,2.56,12.4,51.15,46.59,2.25,2.54,1,0,1,0,0,0,0,6,7,4.52,21.92,9.26,6.86,10.57,9.84,23.34,22.75,4.72,3,"somewhat low social index, average migration rate",Freiheit,Spandau Mitte,Spandau
125,6200315,116,17,3,0,23,27,0,42,6,2,0,35.72,9.29,6.22,9.61,68.98,1.13,20.78,0.43,31.99,4.92,8.61,15.34,0.82,-0.9,-3.82,26.41,41.59,32.01,3.56,0,0,3,1,1,0,1,19,0,8.52,31.4,15.59,4.21,12.42,14.93,9.5,19.82,7.73,2,"average social index, average migration rate",Gallwitzallee,Lankwitz,Steglitz-Zehlendorf
126,4400833,79,25,2,4,47,17,0,94,0,5,2,36.69,12.38,7.95,9.01,68.32,0.74,48.16,0.9,57.8,6.28,13.24,31.49,1.56,2.54,11.99,35.54,64.46,0.0,2.29,0,0,2,0,0,0,0,9,4,11.24,37.08,18.7,5.11,12.05,8.01,8.55,24.56,4.64,3,"somewhat low social index, average migration rate",Schlangenbader Straße,Schmargendorf,Charlottenburg-Wilmersdorf
127,9501838,101,11,0,1,4,17,0,123,3,1,0,10.37,10.57,0.95,15.2,67.2,0.3,24.13,0.22,22.6,2.21,3.58,7.96,0.72,0.48,2.29,38.15,20.18,41.67,12.07,0,0,1,0,0,0,0,9,18,10.58,37.29,13.25,2.99,19.55,2.88,12.29,23.61,1.39,0,"high social index, low migration rate",Rahnsdorf,Rahnsdorf,Treptow-Köpenick
128,3601244,60,132,8,4,31,28,3,154,2,34,2,28.03,10.49,0.63,15.46,61.32,1.29,84.57,0.69,65.93,2.51,4.64,7.04,0.47,-0.22,0.37,88.63,7.03,4.34,2.57,0,0,6,2,1,1,0,45,16,34.77,47.24,5.76,1.43,8.97,2.58,4.01,34.29,1.48,0,"high social index, low migration rate",Humannplatz,Prenzlauer Berg Nord,Pankow
129,12400720,73,8,1,1,21,15,0,78,0,1,1,13.82,9.74,1.72,1.47,75.55,0.06,3.82,0.29,15.48,0.98,2.29,3.73,-0.05,0.33,0.14,37.2,53.17,9.63,9.1,0,0,2,0,1,1,1,5,1,22.15,43.65,10.9,2.92,8.33,6.24,5.45,28.48,4.93,0,"high social index, low migration rate",Frohnau West,Nord 1 - Frohnau/Hermsdorf,Reinickendorf
130,11501340,94,23,2,4,20,22,1,302,13,4,2,13.26,9.75,1.3,24.83,62.32,0.59,43.48,0.37,26.58,2.16,3.39,4.63,0.26,-0.43,-0.74,58.32,15.68,26.0,3.1,0,0,3,1,0,1,0,25,10,14.9,35.76,11.75,4.7,25.47,3.08,8.15,21.3,1.54,0,"high social index, low migration rate",Karlshorst Nord,Karlshorst,Lichtenberg
